u,v,freq
1833721699,668899853,96.5
1834328390,1834328357,2.0
1834328357,1834328356,25.5
1833721699,1834328349,67.0
1834315872,1834315877,32.5
1834011872,1833718137,5.0
1834328337,1834328360,3.0
1834328360,1834328372,39.5
1834093797,1834093787,9.0
1834093787,1834093825,25.5
1833419198,1833419232,4.0
1833419232,1833407970,8.0
1833407970,1833419234,8.0
1833419234,4380084810,8.0
4585055628,1833578323,36.5
1834302555,1834302663,46.5
2402132790,2402132672,5.0
1834328352,1834328359,30.5
1834328370,1834093757,52.0
1834093757,1834093760,52.0
4585006339,4584752867,64.0
4584752867,1834328376,65.0
1834328376,1833721703,43.5
1833721703,3456547526,43.5
3456547526,668916459,111.0
668916459,3920624598,43.5
3920624598,1833419239,43.5
1833419239,2402972068,43.5
2402132783,2402972075,43.5
2402972075,4384718904,43.5
1834302698,1834302590,5.0
1834315839,1834315821,1.0
1834315821,1834093791,31.5
4384718905,2402972070,5.0
1834093784,1834093750,8.0
1834093750,1834093751,30.5
1834093751,1834093746,86.5
1834328382,1833721704,6.0
669783157,2402132618,119.5
668899922,1834302520,72.0
1834302520,1834328380,69.0
1834302504,1834302571,7.0
1834302571,1834302708,6.0
2402972089,2402132693,28.5
1834093822,1834315821,4.0
1834093816,5581688888,2.0
4379108110,4379108112,28.5
4379108112,4379108109,30.5
4379108109,1833551659,30.5
1833551659,1833559001,36.5
1833559001,1834353919,59.0
1834353919,1833558998,60.0
1834093772,1834093753,27.5
1834093753,1834328293,35.5
1834093829,1834093751,10.0
1834328335,1834328347,35.5
1834003868,1834003871,4.0
1834003871,1834315813,33.5
1833551680,1833551674,68.0
1834328349,1833721699,47.0
2402132752,4483175450,38.5
1722798396,4585006286,26.5
1833578371,4585055573,33.5
1834093787,1834093827,6.0
1834328339,1834328388,2.0
1834328388,1834328333,33.5
1834011895,1834011897,5.0
1834011897,1833721699,5.0
668916353,1833718124,7.0
1833718124,1833718135,18.0
1834093744,1834093762,11.0
4585055723,2402132642,6.0
2402132642,4379108115,28.5
4379108115,4379108117,28.5
4585006372,4585006339,54.0
1834093785,1834328370,7.0
1834093784,1834328294,24.5
1834328294,1834328293,24.5
1834003855,1834315918,29.5
1834011895,1833437854,2.0
2402972062,2402132790,97.0
2402132790,4379111069,96.0
4379111069,4379108114,96.0
2402132672,4585055723,2.0
1834315855,1834315813,4.0
1834353933,1834332229,13.0
1834353909,668899897,8.0
668899897,668899893,42.5
1833578371,1833578323,2.0
1834011897,1834328343,74.5
4384718905,2402972075,4.0
2402972075,2402132783,6.0
1834353935,1834353922,4.0
1834315939,1834315861,5.0
5603446996,5603447005,2.0
1834302682,1834093793,2.0
1833551687,1833551697,11.0
1833578346,1833578371,5.0
3920665330,2402961831,48.0
2402961831,5096680336,99.0
1722792885,1722792895,23.5
1834353916,1834353898,6.0
1834302670,1834302507,2.0
1834302507,1834093746,25.5
1834302577,1834302565,11.0
1833721698,1833721708,8.0
1833407977,1722798401,1.0
668916459,1833718128,71.5
1833718128,1833718132,77.5
1830143995,1833407958,33.5
1833407958,1833408007,33.5
1834328374,1833721704,6.0
1834328345,1834328333,30.5
1830143995,4586512498,11.0
1834328337,1834328356,10.0
1834353935,1834353880,2.0
1834353880,1834353884,12.0
1833721703,1833721699,39.5
1834328294,1834093772,2.0
1834093772,1834093762,6.0
1834093831,1834093817,11.0
668899853,1833721699,25.5
1834093831,1834302513,8.0
1833578336,1833551692,31.5
1833551697,1833551699,80.5
1833551699,1833551661,35.5
1833551699,1833551680,61.0
669781711,1831867381,9.0
1833419239,668915936,3.0
668915936,1833407962,26.5
1834315871,1834315929,2.0
1834315929,1834315877,29.5
5603446989,669781711,53.5
1834315913,1834315888,7.0
1834315888,1834315908,8.0
1834315908,1834315894,8.0
1834315894,1834315863,8.0
1834315863,1834003845,8.0
1834003845,668899893,8.0
668899893,1834353875,8.0
1834353875,1834353882,11.0
1834353882,1834353880,8.0
1833551698,1833551667,4.0
1834302561,1834302698,6.0
4585055628,4585055723,3.0
1834093822,1834093740,5.0
1834003855,1834315855,6.0
3920665381,3920665460,10.0
1834353922,1834353884,12.0
1834302504,1834003877,29.5
3920665611,1724195927,1.0
1834003872,1834353915,25.5
668899893,1834003845,25.5
1834003845,1834315839,25.5
1834315839,1834003885,25.5
1834003885,1834003862,48.0
1834003862,1834302703,48.0
1834315873,1834315928,23.5
4585006373,4585006286,9.0
4586512498,1830143995,6.0
1834302571,1834302555,9.0
1722792911,1722792893,23.5
2402972088,2402972076,53.0
2402132632,2402132618,52.0
1834093813,1834302651,3.0
1834003864,1833558994,3.0
1833558994,1834332226,4.0
1834332226,1834302580,5.0
1834315915,1834315910,3.0
1834315910,1834315855,3.0
4585055628,2402132752,7.0
1834093742,1834093751,1.0
4584752765,1834328295,4.0
1834328295,4585006339,7.0
1834315833,1834315911,3.0
1834315911,1834315869,3.0
1834315925,1834093780,6.0
1834093780,1833689689,6.0
1833689689,1833689686,6.0
1833689686,3113476363,6.0
3113476363,1834353911,6.0
1834353911,1834353922,6.0
1834328376,1833721698,4.0
1834302651,1834093797,1.0
1834315873,1834315929,3.0
4584668163,1833718129,10.0
669781711,1833455415,101.0
1833455415,5603446995,2.0
1724198990,4379064403,10.0
4379064403,1833455417,10.0
1833455417,5603446989,10.0
668899897,1834353933,4.0
1834093803,1834093753,2.0
5603446995,5603446992,29.5
5603446992,5603447005,29.5
5603447005,5603446996,29.5
5603446996,5603446989,29.5
1834003874,1834315813,8.0
1834315886,1834315877,3.0
1834302520,1833559004,31.5
2402132693,669783157,71.5
2402132618,2402132771,71.5
1834302738,1834093776,2.0
1834328300,1834093771,2.0
1834003879,1834003855,3.0
1834328380,1834302520,4.0
1834302655,1834011903,2.0
1834011893,1834353920,2.0
1834353920,1834353902,118.5
1833551667,1834353886,1.0
3920625741,4584668362,1.0
4584668362,4584668163,1.0
1834093750,1834093785,2.0
5603446991,5603446992,31.5
1834328380,4379108117,4.0
4379108111,1833551659,6.0
1834003874,1834093791,27.5
1834003872,1834332229,1.0
4384718904,2402972075,2.0
1834302670,1834302561,4.0
1834302708,1834302711,2.0
1834302663,1834302590,2.0
5558257502,1834302535,1.0
1834302535,1834302583,1.0
1834302583,1834302701,2.0
1834302693,1834302565,1.0
1834353875,1834353909,4.0
1834093772,1834093836,1.0
2402972073,1722798396,1.0
1834003868,1834302672,1.0
2402132777,2402132706,1.0
1834332227,1834302580,3.0
1834302703,1834302693,2.0
1834302693,1834302611,3.0
1834302666,1834083257,3.0
1834083257,1834083170,3.0
1834083170,1834083214,3.0
1834083214,1834083263,3.0
1834083263,4586502063,26.5
1834315913,1834315872,2.0
2402132642,4379108111,4.0
1833718140,1833718135,2.0
1833407962,1833407963,46.0
1833407963,1833407961,46.0
1834315813,1834003874,25.5
1834302580,1834332226,2.0
1833578336,1833578323,24.5
1833721708,1833721698,1.0
1833721698,1834328356,3.0
5603446991,1833578346,1.0
1833578350,1833551680,1.0
1833455415,1833578336,52.0
2402972105,3920665430,24.5
3920665430,3920665461,70.5
3920665461,3920665460,93.0
1831867381,669781711,1.0
4379108109,4379108112,1.0
1834328297,1834328290,24.5
1834328290,1833718121,26.5
1833718121,1834328359,26.5
1834353916,1833565398,1.0
1833551698,1834011893,23.5
1834003868,1834003877,1.0
1834302690,1834302510,1.0
1834093836,1834093772,23.5
1834328339,1834328345,2.0
1834328345,1834302655,2.0
1834302655,1834302568,2.0
1834302568,1834093812,2.0
1834093812,1834093742,2.0
1834093742,1834093785,2.0
1833565398,1834011876,2.0
3456547523,1834011903,1.0
1834332229,1834353933,1.0
1834328300,1834093777,24.5
1833718135,1833718131,1.0
1833718131,1833437861,68.5
668899921,668899922,1.0
668899702,1834093744,1.0
1834315925,1834315913,1.0
1834315913,1834315928,1.0
1834302711,1834302708,1.0
668899921,1834328299,23.5
1834328333,1834328353,23.5
1834093797,1834093831,1.0
1833558992,1833558998,22.5
4379108110,2402132642,22.5
1833721700,3456547526,67.5
1834315886,1834315863,22.5
1834302638,1834302647,22.5
1834302647,1834302498,22.5
1834302498,1834302611,22.5
1722775839,3456547528,22.5
1833718132,1833718112,45.0
1834011902,1834332228,45.0
3920625741,4579383567,22.5
4579383567,1833718118,22.5
1833718118,1833718138,45.0
1833718138,1833718131,45.0
3920625708,1834083208,22.5
1834083208,3920625744,22.5
3920625744,1833718130,22.5
1833718130,1833718111,22.5
1833718111,1833718118,22.5
1834353914,1834353874,22.5
1834093799,1834093834,22.5
